"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Bhutan","BTN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","61812113.0382883","66289450.3275192","70139866.7890002","78900289.3107065","92901784.5359058","86820762.4696399","88461262.7403635","97884433.7563814","94086227.653833","105377995.188456","128669200.891015","139174178.055541","141439317.409847","156704289.90371","160423493.962596","163288815.320869","191218115.488485","242742766.354203","272298066.541674","264798626.162522","287765007.10715","240294286.015925","240233531.160464","225973692.8371","258954708.048533","290490983.815778","303408345.620078","352229076.707627","363458380.903342","399311199.50776","460733418.399276","496110225.710307","559345263.708309","651935430.314445","735348490.428435","860391000.221655","942879878.538879","1255767964.00491","1317517834.59916","1331343797.77308","1673464261.27982","1938441288.7919","1939730676.17479","1913162477.22079","2057330872.73151","2154921010.65558","2322730512.46893","2591358115.15844","2583335723.32125","2735683408.57651","2457604042.40959","2768802803.18141","2898227713.22315","",
"Botswana","BWA","GDP (current US$)","NY.GDP.MKTP.CD","30411413.6552828","32902612.8664855","35644956.6430429","38091842.8546863","41616347.7906865","45788696.3343915","51465655.3921083","58642354.089673","66248441.4182466","77361546.5067537","96243233.6609837","127448613.505061","164460914.977201","244124164.042218","306044207.530203","355168571.536751","372025093.006273","451624780.274597","590407374.447116","819870258.783053","1060889703.75374","1073812830.30052","1014945695.71927","1172230396.58099","1240822167.43571","1114783342.71539","1392602163.53829","1965226890.04557","2644554158.72794","3083822112.02023","3790636324.44775","3942876703.45184","4146464586.61674","4160129174.70569","4259259604.15623","4730599121.92704","4847757217.75815","5020265626.66489","4790481509.17679","5484263346.88105","5788329609.15755","5489608299.66445","5438863982.88692","7511582173.37724","8957467706.5354","9918907108.09702","9919158482.41085","10567270655.5027","10730829116.4105","10118459242.3183","12637273429.1339","15110643612.1729","13907464500.1489","14271738933.2042","15470088500.7414","13530748844.505","15082637184.0496","16105155856.7708","17031943186.1353","16725908148.5481","14960291105.9316","18750946600.1423","20321958850.0363","19395765126.3127",
"Central African Republic","CAF","GDP (current US$)","NY.GDP.MKTP.CD","112155598.492157","123134583.463559","124482773.83306","129379123.76305","142025078.735754","150574795.409863","157930018.091087","163820513.562432","191767441.604577","188039210.130379","189106529.207011","201450799.82635","230317883.36443","271183082.043062","281398705.570596","378660016.265936","451152461.31276","507298147.526539","610578631.992983","700764747.756462","797048198.534875","694803622.898966","748312390.756606","658679332.681331","637820670.299604","864849836.286193","1122265013.42004","1200991977.80801","1264899287.51261","1233930280.91724","1440711459.16967","1377374986.58709","1411917553.12436","1278781261.55928","851174356.781737","1115389673.69197","1007791127.09913","937741513.015352","967338389.650578","999477510.686632","916777282.691659","932648604.751954","996068144.884889","1142315522.53864","1272360517.32373","1337894378.73743","1461859762.33459","1699811294.94935","1993407888.49838","2067381665.25454","2142591540.40068","2437982705.12093","2510126512.22831","1691544110.18543","1894813389.40325","1695825714.19282","1825018144.65595","2072349972.6818","2220979146.11241","2221301351.43918","2326720900.38047","2516498412.46384","2382618615.01694","2555492085.24831",
"Canada","CAN","GDP (current US$)","NY.GDP.MKTP.CD","40563768946.9503","41038192837.9035","42336211555.8268","45140337826.9869","49503663836.3665","54649410478.5226","61252415404.686","65856924423.9721","72048833006.1602","79405011124.8208","88192257632.3093","99606454743.5136","113463848873.624","131764343565.643","160949188139.059","174419757176.563","207271612576.065","212325176304.654","219369542386.254","243891124295.715","274776566028.053","307246642755.859","314647807408.608","341866277182.733","356718400123.543","366186012449.652","379006836991.724","433134238310.709","509380027626.554","567211993243.243","596075591360.987","612527712315.615","594387358318.855","579053561739.4","579944346807.264","605961090061.207","630607994132.747","654986999855.554","634000000000","678412196271.118","744773415931.587","738981792355.372","760649334098.005","895540646634.787","1026690238278.25","1173108598778.68","1319264809590.97","1468820407783.26","1552989690721.65","1374625142157.29","1617343367486.26","1793326630174.52","1828366481521.6","1846597421834.98","1805749878439.94","1556508816217.14","1527994741907.43","1649265644244.09","1725329192783.02","1743725183672.52","1655684730000.19","2007472181464.15","2161483369422.01","2140085567791.45",
"Central Europe and the Baltics","CEB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","271637123369.426","249770190038.705","256444334950.334","269826665737.783","308020664820.883","393418186688.965","416195415189.189","410169356215.544","448894516191.064","435065687984.228","428597564395.942","468614167274.24","528074378315.022","634393988542.297","763090451335.703","886072339096.301","1001637213773.61","1265565727257.36","1530718934020.82","1289853592526.98","1316548010141.42","1454732403908.46","1359052936743.23","1417557275930.7","1463823020682.85","1293623329358.52","1316821592128.16","1461567745963.7","1649014249607.31","1674815945871.77","1665817489087.96","1908203520080.5","1943576044705.41","2252970882003.43",
"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD","10412232620.5258","11713348834.3069","12989649694.2812","14283872299.0456","15833133857.6281","16780226225.085","18019402373.5388","19397044714.0963","20712102793.8026","22442043274.074","24998066773.3821","30040171750.6471","36844318854.2403","49550006319.5147","57103011445.6416","65466081819.2384","68476524643.943","73135771167.048","102280472035.794","114970094424.731","122557843886.137","112244805518.786","115043365512.486","114634358534.61","109455312167.511","110980314191.527","159089921062.872","199236370037.554","215540625298.982","208105846934.409","265763573999.424","268901693863.319","279921425828.474","272237527070.926","301375055202.164","352835806342.495","340103959546.926","294788198856.198","303459014346.806","297873643323.126","279216033870.204","286582672434.226","309301422430.386","362075086507.76","403912891033.374","418284865884.998","441634672196.523","490740715594.802","567267767519.158","554212916092.271","598851028906.58","715888126682.396","686420221557.99","706234937370.968","726537808338","694118186379.628","687895460902.713","695200833086.499","725568717468.001","721369112726.724","741999406005.627","813408787222.499","818426550206.45","884940402230.409",
"Channel Islands","CHI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5945677376.61477","6262740656.85164","6439703434.71024","6232906290.4851","6663669064.7482","7332244897.95918","8553643354.08275","8827272727.27273","9676172953.08188","11514605842.3369","","","","","","","","","9072059721.02166","9070980826.69076","9940766574.08511","9921386549.99805","9301349237.2106","11138490591.657","11228317318.7652","",
"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD","4110000000","4829238095.2381","5631285444.2344","5591307028.36005","5964195925.4443","6108679125.7523","7162633082.31628","7057478295.18548","7192102966.84119","8359596194.01253","9144112431.28214","10876091407.9777","11833904487.641","16826390943.8597","16209693232.0782","7621570062.17598","10338624019.4415","13965595122.3247","15992038535.2046","21806136345.5074","29036709871.7949","34509878043.5897","19529291464.7274","20362016672.278","19671768024.4581","17717662227.8036","18897110625.5242","22250729666.7937","26042571615.5987","29936735491.4427","33137824762.0173","37846188228.2702","45949608551.8086","49287378599.1612","56998601183.5492","73444831671.0169","78584098982.9097","85741415285.4035","81990010703.843","75578685735.5219","78339750721.7352","71574739561.4329","70264045939.1322","76492579644.0605","99075985773.176","122294145162.835","153843518171.43","172491076033.863","179894594475.98","171777900623.177","217051209240.298","251382573885.594","267024782480.28","277395018837.366","259560978231.552","242450355827.827","249344863933.461","276154259987.103","295857562991.709","278285058719.466","254042159309.311","315515014838.539","302116539409.03","335533331669.219",
"China","CHN","GDP (current US$)","NY.GDP.MKTP.CD","59716249310.9742","50056685957.359","47209186415.3555","50706614526.1472","59708125203.8643","70436008642.4251","76720005491.8964","72881364882.4909","70846276051.4727","79705614854.7674","92602634891.6589","99800593790.9886","113689308020.343","138543170458.064","144188970821.072","163429530659.638","153939265947.775","174935933078.663","149540752829.268","178280594413.043","191149211575","195866382432.54","205089699858.779","230686747153.257","259946510957.143","309488028132.653","300758100107.246","272972974764.574","312353631207.819","347768051311.741","360857912565.966","383373318083.624","426915712715.856","444731282435.515","564321854521.013","734484834573.582","863749314718.538","961601980984.623","1029060747620.65","1094003874937.34","1211331651866.09","1339400897105.11","1470557654799.95","1660280543846.79","1955346768721.39","2285961149879.85","2752118657184.02","3550327802998.4","4594336785737.67","5101691124285.21","6087191746679.49","7551545703440.75","8532185381680.59","9570471111831.68","10475624944355.2","11061572618578.7","11233313730348.7","12310491333980.9","13894907857880.6","14279968506271.7","14687744162801","17820459508852.2","17881783387000.9","17794781986104.5",
"Cote d'Ivoire","CIV","GDP (current US$)","NY.GDP.MKTP.CD","546203559.344361","618245634.179831","645284473.733691","761047198.029653","921063326.589918","919771228.816095","1024102880.05862","1082922724.87189","1281281276.72357","1361360293.42665","1455482795.40691","1584128509.46873","1849400401.64724","2508421426.17572","3070152309.21903","3893839190.26806","4662053824.83955","6265068189.37782","7900526298.31993","9142933966.79465","10175617609.0962","8432589942.39434","7567110848.92228","6838184772.52063","6841639246.8996","6977650643.99488","9158302099.57957","10087654464.8168","10255169805.7996","9757410644.6679","10795850582.779","10492628580.7484","11152971273.9383","11045760288.1206","8313557510.14757","11000146266.5135","18071152830.6101","18047558037.7036","19619654755.679","18870992455.568","16577533891.8785","16810537043.8407","18054383320.8474","21251754340.4305","23510575681.3686","24036918703.1747","25281413263.3712","28760090953.3081","34078240293.2559","33886813250.2036","34936307980.063","36693710801.3976","36302302877.2977","42760235484.6093","48843005613.7091","45815005169.2651","48407761036.8238","52512343996.69","58522477786.6889","60382894697.3557","63027852805.4204","72794636653.7793","70173140101.4315","78788828906.8634",
"Cameroon","CMR","GDP (current US$)","NY.GDP.MKTP.CD","614206068.497266","652777608.320492","694247864.3789","718320845.044338","776650176.904453","814083265.511426","851112534.552636","936175260.030919","1046191217.79942","1100551488.62689","1151216992.88095","1236941394.11447","1498251889.66287","1901393361.02282","2157415532.54796","2857037371.05886","2898090001.8562","3394664024.05503","4662852583.13256","5919002982.602","6674569046.6832","6610938616.6643","6611255963.83584","6870200009.90065","7311938026.36713","8544810497.9889","11857056199.0765","13049659981.1373","12236057362.4917","11012566195.0255","12314482627.8454","11840192296.3893","12071775335.0433","16181814712.5295","8902446252.18372","10864772470.9043","11093538846.4483","10789458432.6416","11298144990.4104","11565826458.8938","10566579294.5159","10953485345.222","12417251341.6028","15970315030.2397","18826214125.2317","19509852219.8997","20910512979.1277","23928250409.2212","27715142006.0181","27932970296.8516","27507501808.6377","30630910513.4884","30155062302.4497","33728621190.4164","36386544715.2702","32210233021.4049","33814337040.7817","36098547058.7851","39955552189.795","39667757527.6578","40773241177.0505","44993521774.066","43644068310.851","47945510090.0529",
