"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Lithuania","LTU","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7867140395.33705","8382519637.46224","10118631851.5322","11239547690.9797","10971583944.7561","11524776866.6379","12237388001.7264","14259781159.0119","18781721376.1985","22627507451.5648","26097677571.8373","30183575103.5262","39697891351.9431","47797551587.8823","37388122046.1496","37128694028.243","43535051482.3869","42927454291.478","46523420074.4372","48533659592.1728","41435533340.3883","43047309305.7363","47758736931.7801","53751411409.4447","54808531641.4117","56964942999.3651","66798933785.7702","71013953448.2085","77836396962.772",
"Luxembourg","LUX","GDP (current US$)","NY.GDP.MKTP.CD","709941874.044355","710163719.406917","747846862.209673","797902154.238122","910877686.268584","929477284.788002","976717015.461454","983052314.930267","1075561622.81321","1245432991.34271","1457768455.02219","1518773421.37846","1901697369.62698","2609875802.11136","3183637116.81856","3123333333.33333","3423586206.89655","3789321328.08104","4718539771.99949","5516982663.73143","6019805490.41247","5053665797.47936","4602316793.21914","4524217751.47929","4438435492.87908","4577211767.10374","6685595087.59256","8320902215.01891","9418167855.18376","10037674037.674","12778792853.6939","13834219728.293","15518702634.8808","15925521222.0149","17701798890.7644","20853093869.7318","20895314657.9805","19563836265.2233","20150053345.1878","21899317598.8414","21230182989.3036","21387533703.2327","23649833332.1655","29667268248.1305","35064843792.8993","37672280120.4794","42910146296.0646","51587401415.7872","58844277701.5258","54467289897.5582","56213985987.4168","61696281326.2453","59776383527.3602","65203276466.9763","68804811897.6445","60071584216.1375","62216885435.9488","65712180342.9836","71000359760.4611","69890505323.5842","73699366700.2134","85584105993.8746","81641807865.7591","85755006123.5976",
"Latvia","LVA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5789128636.62293","5975248851.45482","6527926445.6811","7166275467.65161","7533788133.55753","7958852838.93395","8362398701.58943","9557031605.27512","11771975156.8073","14435700533.368","17003459863.0989","21570076498.6205","31054350977.9784","35854274228.9139","26410909090.9091","23956163076.5575","27474380566.265","28169902669.3784","30204783461.8488","31386896487.0407","27263090547.0617","28083597512.4841","30483806017.8318","34429023435.0211","34225547537.0745","34390910338.9604","39443126174.4335","40422521943.4418","43627078481.287",
"Macao SAR, China","MAC","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","1142497718.77916","1133013235.10045","1304361353.27024","1362072159.94515","1532105070.18581","1957724829.35921","2288761822.51257","2705665492.01675","3246481233.24397","3765249711.09098","4914365189.04984","5665606114.80317","6311207779.92441","7046147736.91671","7176892950.39164","7267570892.70211","6797792190.19681","6547670439.26","6774193548.3871","6860272608.45211","7371692774.43404","8246479565.94248","10643253553.184","12160056122.3757","14874098691.9082","18439981612.4086","21027018332.6663","21587786905.8499","28241798491.593","36845888757.1886","43189721376.9846","51536595089.2793","54902831793.5018","45048190598.3249","45070808688.9611","50383871120.8733","55190661339.7796","55082293844.1008","25343525935.8358","30969334705.0515","24464719190.0616","47061843715.8565",
"St. Martin (French part)","MAF","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","775875748.523832","","","772921958.529509","","","","","652206037.103874","","649206262.847519","","",
"Morocco","MAR","GDP (current US$)","NY.GDP.MKTP.CD","2037154741.93211","2025693539.55842","2379611124.61442","2657252578.30763","2798345298.57781","2948331090.46752","2876401297.10759","3046345314.38655","3271422332.61996","3651622668.95103","3956336244.11865","4356669034.34266","5074117544.77482","6242145880.08876","7675466449.35531","8984853005.08058","9584297284.28316","11049783871.8144","13236946233.5759","15911994817.3107","21728516153.0907","17788185478.944","17692276734.171","16251408127.5735","14824667954.3674","14991283215.7408","19462085540.2231","21765195948.189","25705296183.5037","26314313191.1826","30179954774.9899","32285573573.9185","33711069430.78","31655473663.8348","35604137422.5796","39030285468.3841","43161571527.6353","39147844526.0838","46497608724.9865","46266428648.1433","43017455401.8445","43831480207.6444","47077192187.6418","58029363354.2757","66114145451.0067","68852658068.6673","75883823300.8545","86947913286.728","101822906949.063","101154952240.881","100865329473.44","110080631332.375","106937392311.129","115739287305.08","119130841411.664","110413823841.592","111572947004.917","118540573367.844","127341147581.818","128920266409.458","121353645057.144","141817797083.468","130912558829.84","141109373209.414",
"Monaco","MCO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","293127333.238065","327706210.435217","402451900.821288","523554039.203208","563949254.114034","711978961.893674","735324244.667397","811191392.224277","1000555218.03209","1209870147.49099","1378175524.11186","1205188647.93163","1143216456.56796","1092560364.51959","1037329604.35108","1082867507.33142","1515234743.47367","1839081463.27676","2000704744.91538","2010083833.1726","2481307077.10989","2480540845.33242","2737049230.70442","2574494355.73357","2720332134.53623","3130309995.30848","3137886994.52207","2840195190.36905","2934593467.68589","2907118641.17756","2654462665.26893","2673723033.71239","2919647981.81473","3597089750.78276","4043551488.82603","4204652898.73103","4586826512.71356","5875790766.2621","6502942244.93068","5474379252.34114","5367561569.59548","6088689808.38347","5742749294.00852","6555591709.88585","7069353073.08882","6261649890.82388","6465645584.94877","6431271365.08338","7182444409.54069","7383944044.17","6739645416.47916","8626081320.50612","8784002931.68665","",
"Moldova","MDA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3571250000","3083333333.33333","2320435308.34341","2371711383.1727","1702292855.60267","1752979926.41489","1695122173.91304","1930081168.83117","1698717504.65549","1170782957.37443","1288429391.79951","1480673594.05602","1661818168.4226","1980907434.76826","2598249555.89984","2988342907.03096","3408255450.5509","4401173151.93767","6054824248.24221","5439434271.78807","6974982369.60155","8414352020.49442","8709138634.82921","9496717875.51932","9402090137.7423","7797667196.73087","7980917075.7748","9514404016.20949","11252353420.8798","11736797054.6965","11530746234.4492","13691869264.0794","14510490660.2516","16539436547.295",
"Madagascar","MDG","GDP (current US$)","NY.GDP.MKTP.CD","673081724.751168","699161944.558097","739286907.592778","759345863.732667","802482183.728778","833563472.9981","900264584.590829","956436932.101291","1031669637.39553","1056391055.59617","1111859570.88252","1199507631.07603","1341590690.41365","1653062335.00286","1917508190.04689","2283049215.35339","2181844178.5534","2358930406.0689","2669755115.10935","3463565853.81023","5201818347.79882","4759333998.36746","4784977325.95803","4686457031.2269","3905938480.86119","3802557894.8719","4347989788.09257","3212900555.8091","3189456965.0482","3175638332.64471","3931334875.01376","3254713056.02171","3714966678.33381","4063298919.2868","3522227092.22839","3838100903.74974","4931861038.70763","4262965419.74998","4401967632.73718","4277903780.29131","4629247203.84524","5438332601.90798","5351701663.40807","6372498889.66585","5064732626.29389","5859269752.61332","6395712490.94304","8524620889.57747","10725137723.6549","9616879409.43789","9982711338.07029","11551819617.874","11578975061.9479","12423555455.3853","12522957399.2281","11323020701.3017","11848613858.442","13176313593.5509","13760033282.2925","14104664678.5063","13051441203.9474","14554754116.5427","15302510500.0528","16031702914.9195",
"Maldives","MDV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","19328038.315912","21566403.9976937","25177137.5495403","30862041.5358759","39120171.2238354","24540877.5727526","22399467.1487255","20853788.7634124","24369109.1517178","38523364.5103338","42463576.1589404","44781456.9536424","47911340.1834794","57829787.2340426","109503546.099291","127190757.959989","141882254.230178","141223029.383064","168514513.375071","189514434.244","215043969.849246","244396761.92334","284875809.039634","322417837.161971","356014932.136461","398988954.970263","450382327.952421","508223602.378929","540096397.621071","589239753.610875","624337145.284622","870031676.798793","897031250","1052121054.6875","1226829562.5","1163362437.5","1575200390.625","1868383460.9375","2271646187.5","2345294875","2588176054.6875","2774350240.04918","2886163997.20531","3295009237.50107","3697353039.20043","4129505319.12921","4409942623.85538","4816426256.52914","5404344162.69888","5726094799.37709","3712604583.36665","5254366312.27648","6170638746.31376","6600000000",
"Middle East & North Africa","MEA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","33355527573.3824","35719093594.0682","38474318202.4033","44168901220.2319","49272971404.8343","55493554807.3991","63999373657.4921","78443642840.6224","107825541175.566","198498005682.44","216777972177.641","270073046985.57","313508260089.442","331514988248.819","434447515594.285","560256590116.579","573674761511.325","572709615901.092","581874653178.61","586005805091.197","597081174396.361","604167750053.776","560688646894.691","555522112035.57","572244999588.469","745103071421.59","549381622873.556","600384966653.676","610560135336.366","646604925436.204","713738122654.646","794179404667.905","832657219644.172","814471742080.96","885972638010.798","992555771865.102","987483973174.614","979351629694.585","1090479523920.4","1286313655244.43","1542092360435.57","1810948296494.28","2140272377688.62","2674260694118.66","2399657699929.62","2820272200083.83","3396706596374.72","3660136638354.7","3601732090293.31","3627618410020.68","3201010427587.39","3234258578074.41","3372000244857.37","3538057099135.22","3549945029851.94","3199081953495.53","3780277127064.96","4497116837259.17","4287684126920.01",
"Mexico","MEX","GDP (current US$)","NY.GDP.MKTP.CD","13040000000","14160000000","15200000000","16960000000","20080000000","21840000000","24320000000","26560000000","29360000000","32480000000","35520000000","39200000000","45200000000","55280000000","72000000000","88000000000","88875923765.072","81912018783.5024","102648570299.117","134531900898.926","205577055465.993","263797827860.494","184602611609.517","156167000432.994","184230754105.394","195241069482.077","134556034672.991","147542558208.888","181611150496.787","221403098266.77","261253675692.838","313139656145.745","363157832923.734","530160763983.506","553618247900.74","380157469866.849","432157945024.428","523449530464.257","557461102630.658","631249359702.389","742061329643.37","796064590656.176","810666116505.478","765549967703.273","819459227375.022","917571853529.104","1020265057882.01","1102355554971.95","1161553459715.1","943437415024.633","1105424238731.09","1229013703416.76","1255110424817.79","1327436290282.67","1364507717614.13","1213294467716.88","1112233497452.7","1190721475906","1256300182879.73","1305211135822.61","1120832412468.85","1313069763986.6","1463323889036.56","1788886821046.81",
"Marshall Islands","MHL","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","8408486.05141364","9116810.27502219","9973652.28820094","11607365.8067834","15217532.2251424","16691300.7652169","18153647.0700509","20210069.4868631","22209369.8293389","25545346.1297779","26710652.8925137","31020000","34918000","41749000","45144000","43879000","55989000","62983000","70688000","72798000","78476000","82507000","91063000","99461000","108071000","120230000","110858000","109884681.70166","112070114.135742","113352058.410645","114838470.458984","122406127.929688","131959976.196289","131128479.003906","132791854.858398","137815414.428711","142922515.869141","150104705.810547","146208160.400391","150886459.350586","160629516.601563","172044509.887695","180302078.24707","185817016.601563","185446395.874023","183222930.908203","200900711.05957","212935714.72168","219430038.452148","231996704.101563","240751144.40918","257784881.591797","258774475.097656","284000000",
"Middle income","MIC","GDP (current US$)","NY.GDP.MKTP.CD","270718545932.67","267466073756.102","271024736960.956","298767047598.606","340749024777.366","375732002588.539","382481545637.416","398430848629.282","420802105645.292","468893137990.15","513783083528.124","547623110810.599","614334521122.845","762749412532.935","959290771482.414","1083426431226.23","1157806517207.48","1298191475737.61","1403711737729.72","1694486071402.47","2046090053815.55","2316123721215.22","2249264646628.97","2252789513944.26","2321998212571.33","2400309598881.92","2398887158157.91","2449690187383.7","2605947790285.92","2693997677976.97","3069619982603.02","2962306114789.96","3176786976145.74","3516032465649.86","3955758244455.77","4532077392613.59","5044736122063.44","5353982644746.82","5326398707103.19","5122654498526.61","5557879880102.09","5572267083031.9","5670206841562.76","6346256902458.92","7444671186560.87","8788211804677.96","10346313007674.3","12703066994715","15080296673808.4","15112134343474.1","18410290632937.1","21713900541468.3","23131481309284.9","24546674700274.3","25680744767168.3","24911694910932.1","25202592678135.5","27530340426178","29284043921765.4","29978481798259.3","29051739634677.8","34266063721746.8","35907869702102.2","36786942112904.5",
"North Macedonia","MKD","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4699646643.10954","4938775510.20408","2436849341.97604","2682456896.55172","3559608639.98379","4707041315.24202","4642021256.30689","3912986090.97363","3765745023.2074","3863619284.77939","3772859034.20508","3709636030.66578","4018365747.00972","4946296599.08467","5682784471.69722","6258602872.67898","6861226971.55617","8336474973.72949","9909552434.51136","9401736825.42688","9407170321.37752","10494626767.6445","9745261300.57788","10817702346.0674","11362265252.778","10064519962.5655","10672467073.2873","11307067069.6658","12683068114.2388","12606338448.547","12361036913.8409","14000283827.0154","13711469681.1535","14761237042.2057",
"Mali","MLI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","275494477.586098","343771972.993855","339913867.092785","359772315.102198","395218628.920694","486617280.255549","563683703.304705","538747339.956033","830710615.179954","939228017.24779","1049838548.10919","1222702572.84699","1595422955.64433","1759691186.39993","1538972424.36635","1333754224.99949","1297765325.90273","1232932104.07276","1392196047.99695","1852163453.15326","2090629986.97643","2169040603.19394","2181821909.27892","2681912148.69842","2724131458.26216","2830673378.13006","2818281085.08646","2081846497.74648","2706425157.39397","2780422049.21204","2697105823.4661","2920358710.50646","3440724709.59258","2961484953.86444","3468337942.32063","3908121307.01957","4714071979.68835","5454249125.72966","6247515888.14533","6905934217.90901","8156468826.12645","9838403100.50554","10231962390.2119","10689168016.2613","12995112690.2596","12442035339.1049","13242690786.0938","14364937124.0727","13104764378.326","14026048335.7047","15365713048.1993","17070867589.9055","17280250810.0321","17465392764.3706","19309463508.0377","18780322203.7584","20904898296.2501",
"Malta","MLT","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","250721821.553678","264579879.784878","295118249.324933","345602025.375393","376094108.475331","474620439.58496","527936988.791275","625573345.532174","793675169.878579","1001300838.32335","1250242107.87969","1243469360.56838","1234518125","1165771369.00625","1101828568.76804","1117835285.50512","1435079200.34957","1751247763.41948","2019474244.19359","2118574772.11136","2547163582.33149","2750041434.26295","3021910216.71827","2709178326.78271","2998570146.54095","3720400048.63813","3822882324.91663","3793418974.53009","4010571333.84904","4121350624.19285","4069515556.78692","4088368961.75836","4470446352.32569","5448415539.81248","6098092511.83004","6416184235.8384","6778324087.13818","7925371458.80527","9090406749.5267","8696366868.92276","9035824366.00804","9638728635.0143","9461776291.79913","10551030596.7558","11625848974.8051","11091483659.6156","11668015565.8082","13484541925.7714","15404393365.2073","16004563885.7539","15249999048.0297","18123718946.6006","18357069272.7682","20956999452.4317",
"Myanmar","MMR","GDP (current US$)","NY.GDP.MKTP.CD","545098447.640862","605581577.287066","634528872.02036","598998418.724583","411419905.846621","367053117.224523","293103478.548483","420359035.897436","559956130.283622","571854214.589142","563555630.769545","587448405.488773","662213082.741535","719754655.358964","1225589878.06809","1061107353.67232","1204699849.12592","873579931.929901","935408774.951918","952265043.438383","1038225167.05882","1111000765.28987","1481165467.83214","1381573615.2513","1304063253.04136","1478908173.26796","1582873750.32068","1562448076.65689","1541088312.25453","2013448228.72975","2115193513.29556","2069832686.98061","2411552288.76212","3163020034.63637","4432257173.6492","5289174942.53404","6123556716.81329","4722288495.66085","6459461639.30243","8486832800.88498","8905066163.58643","6477790688.22844","6777632512.0781","10467109977.6717","10567354056.4049","11986972418.5103","14502553709.8303","20182477480.5512","31862554101.9378","36906181380.8127","49540813342.4834","59977326085.9908","59937796648.2158","60269732854.827","65531374199.6663","59607290407.6191","63298361996.2153","66053040483.0016","67860515989.517","75065106227.6892","79006113643.1906","66345291160.1683","62253049891.6449","64815031669.0952",
"Middle East & North Africa (excluding high income)","MNA","GDP (current US$)","NY.GDP.MKTP.CD","","16859956000.5772","17721013430.6976","20017082638.0593","22275305018.2147","24847602751.2157","26305840617.0365","28630544838.9799","32496383972.0194","36404628647.1212","40616151582.5912","46629419112.3004","55719939191.2326","74036325634.5157","114764959393.677","130815997907.469","162082404645.748","187307614841.159","199470627871.188","250478169534.336","304410546301.9","292160808820.657","327203301153.225","363200737973.845","378202585948.202","408729430738.291","440997031586.94","380589506756.096","362853528586.279","362861531928.545","504675545300.179","256748084020.333","280535150234.939","290355959192.114","307433748179.398","340259302406.652","380849300431.517","400496877681.085","410727251056.215","449128387154.882","474549193839.263","480454322805.497","463162700952.368","509460205617.962","604588881725.056","707135263713.176","828322826165.268","1016252730742.9","1260101657447.26","1221252441475.68","1413230709820.25","1654719982162.47","1782893176788.21","1643993969590.37","1625989413800.06","1460582775148.29","1496714718329.85","1496691802249.52","1421482666869.71","1433133665481.6","1324364502715.09","1535302141067.38","1760103359907.54","1646554468701.67",
"Montenegro","MNE","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","854261160.714286","828950327.353261","984293043.811565","1159869245.92513","1284685050.52413","1707710053.14938","2073234417.68066","2257174480.78597","2721903148.91482","3680711743.77224","4545674527.61096","4159330369.5471","4142983843.4912","4544428421.49513","4087526241.81268","4465772400.37453","4593853290.963","4054730077.57718","4376930578.32395","4856599480.79882","5506942238.35668","5542054181.12616","4769996866.00758","5861427505.12493","6229801580.79157","7404541964.50779",
"Mongolia","MNG","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","2310099100","2552401933.33333","2725736633.33333","2098734600","2186505475","2896178866.66667","3020611600","3204461566.66667","3576966800","2560785660","2379018326.31579","1317611863.84977","768401634.154573","925817092.217484","1452165005.2384","1345719472.35883","1180934202.83801","1124440204.84738","1057408588.68269","1136896123.61298","1267997934.3125","1396555719.97409","1595297355.78349","1992066808.09598","2523471601.10421","3414055661.61598","4234999703.90059","5623216608.04288","4583850367.88972","7189481998.90094","10409797377.8571","12292770631.565","12582122604.2577","12226514668.0622","11619892590.6941","11181350649.3573","11480847740.736","13178094720.4986","14206359017.5143","13312981429.0891","15286441737.6686","17146471713.748","19872180369.6275",
"Northern Mariana Islands","MNP","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1284000000","1239000000","1210000000","1061000000","990000000","938000000","939000000","795000000","799000000","729000000","746000000","772000000","832000000","910000000","1230000000","1560000000","1301000000","1181000000","858000000","","","",
"Mozambique","MOZ","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3854856434.58062","2798696511.18156","2883161897.42651","2958108170.32061","3061646173.73938","4030146134.5706","4873663774.93019","5551118148.73836","6285219691.22462","5930685214.61595","5650154067.10346","5950769426.60213","6583526860.58062","7937255565.35765","8868504899.94673","9509835536.93373","10811456005.9405","12920340964.6544","12263894790.0125","11411894723.864","14619279988.716","16688114144.0745","17198073057.1981","17978246586.0662","16208985769.615","12069051237.1711","13264640645.7768","15017359042.4464","15512758964.5779","14235420174.1813","16168055475.085","18406835494.9468","20624597846.5495",
"Mauritania","MRT","GDP (current US$)","NY.GDP.MKTP.CD","","159213430.245265","164271557.562086","168186297.204107","224495743.784017","255340475.018083","266533605.165576","282615310.216284","311395937.241935","295062308.493948","309405316.058687","335568907.088021","391669449.251139","493237876.295464","613010552.478717","703377837.452223","775045516.850002","799030017.145209","804629876.761441","951900945.208912","1047925105.58853","1105494681.67335","1108776652.78389","1165171263.38241","1074373230.28438","1009723326.31511","1186628778.51429","1344664724.66283","1414951290.06682","1450647019.18099","1506914407.82047","2133692696.74857","2164298425.48412","1847353211.3475","1944876755.00708","2091726101.43014","2132087009.28942","2071996564.05296","2032347664.94993","1985922775.53351","1779520886.47015","1746063557.61355","1777057481.26043","2051147606.73687","2362501023.24249","2936019525.60241","3919577285.92703","4346212355.02975","5206437193.80413","4714595547.75102","5628878797.98257","6764627745.9033","6728208836.22143","7223071096.85652","6592537781.81518","6166863896.68677","6398747592.13185","6800135898.28827","7473550557.07378","7894764885.82312","8260752385.23089","9222536364.01272","9744039514.55646","10452577062.7581",
"Mauritius","MUS","GDP (current US$)","NY.GDP.MKTP.CD","162089563.923802","191757729.413883","197738207.757971","253839557.945536","218914569.098944","230024160.568336","227534083.479258","238439290.89781","206576630.612973","221553612.918582","224125805.008833","251437337.909391","318664899.730504","404285775.128481","669894029.572031","673311287.08663","713510051.5546","834722972.194951","1029040323.28996","1227446632.21032","1147027924.11663","1157769443.60569","1092923635.54405","1104956573.106","1054564759.03947","1090611324.65562","1482601552.39875","1906174437.99062","2163252449.12875","2211312823.20443","2689212760.18185","2895354736.18332","3267677814.23984","3307302125.87528","3606050873.0139","4094741652.30048","4481489761.54368","4243755307.55239","4225813976.36359","4402193195.46945","4726108622.47661","4675755867.17657","4906494249.38255","5894873919.74797","6667418752.07307","6576108447.47531","7028810680.89077","8150150209.22501","9990356673.73497","9128843109.15588","10003670690.3497","11518413429.9684","11668696396.7887","12292974141.4044","13074129952.0532","12007291045.6489","12594155464.4136","13713506130.6081","14735695930.9727","14436346979.6355","11408106446.3144","11484348766.0434","12927979286.0453","14397127281.3829",
"Malawi","MWI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","1801156774.70849","1801193909.52395","1717379494.52696","1780148049.67776","1758028656.12382","1646442272.93986","1722586299.36475","1721711808.50763","2008189508.2731","2314205129.49285","2737087861.60887","3206783830.41779","2618837835.02508","3013392657.99911","1719864761.30628","2033701497.97085","3319573749.6119","3875785863.38323","2547609590.06984","2584478924.06081","2537307580.32808","2498008664.6691","5087328437.8737","4669789300.35662","5058726350.48896","5320409651.47544","5818279739.14354","6451210219.11683","7743617352.21427","9009887946.82039","10128323010.6049","11648142958.3651","8773203178.16512","8031571927.62055","8801326169.14547","9219474379.31534","7909868618.46366","8943543677.18899","9880675785.93057","11077305329.6417","12041250083.8828","12580922008.2096","13129458325.7379","14084341062.3675",
"Malaysia","MYS","GDP (current US$)","NY.GDP.MKTP.CD","1916229477.13657","1901856122.72231","2001489602.18475","2510110348.16184","2674423922.48842","2956337669.29525","3143517943.82632","3188924677.08953","3330371551.21161","3664552041.34299","3864145667.41365","4244395955.78358","5043347250.41815","7662902677.9027","9496204301.74981","9298800799.46702","11050234598.6249","13139488632.5546","16358079862.1096","21213264962.0141","24488224677.2105","25004285791.7865","26804493635.3297","30347442110.9316","33942897422.0465","31199633352.9598","27734111399.7525","32181210157.9671","35272109220.1988","38847965292.9185","44024585239.6137","49143148094.2683","59167550162.956","66894966968.9736","74478356957.7808","88705342902.7113","100855393910.486","100005323301.867","72167498980.8398","79148421052.6316","93789736842.1053","92783947368.4211","100845526315.789","110202368421.053","124749473684.211","143534405818.501","162692258307.056","193549569477.733","230811614370.384","202257453036.641","255017638455.59","297951668674.835","314443047642.111","323276235524.415","338066095097.254","301355266964.947","301256033870.334","319109094160.343","358788845712.53","365177721021.516","337456163961.211","373832428055.449","407027451714.616","399648828546.504",
"North America","NAC","GDP (current US$)","NY.GDP.MKTP.CD","582636821806.436","603067753167.857","646069775333.238","682295256201.73","733755851174.76","796668611597.774","874419347400.712","925632061886.826","1012423833006.16","1097008083538.61","1161681557632.31","1264667554743.51","1392809248873.62","1557409843565.64","1706504788139.06","1859668757176.56","2081069912576.07","2294598176304.65","2571444342386.25","2871741324295.71","3132696865996.05","3515026742787.86","3659222307440.61","3976793677182.73","4395317100091.54","4706204512481.65","4959811337023.72","5289645738278.71","5747233127658.55","6210293493275.24","6560811991360.99","6772291612315.62","7116394258318.85","7439432921639.4","7869047506907.26","8247740840061.21","8706425384132.75","9235471826855.55","9699947748000","10312908629271.1","10999205634931.6","11324591275355.4","11693694562098","12356177171634.8","13248370941278.2","14217173734778.7","15140991809591","15949815407783.3","16329831690721.7","15859348142157.3","16672948893486.3","17399371321174.5","18088714669521.6","18733746177835","19420301866439.9","19858182357217.1","20339807652907.4","21268509960244.1","22389071169783","23272543648672.5","22985521877000.2","25608789788464.2","27913419349422","29509296092073.6",
"Namibia","NAM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","2421990337.99243","2249908577.80325","2118710248.23727","2297400687.55049","1951260037.80985","1608237350.39878","1809048527.15411","2300068217.01809","2495094746.44024","2535135797.58392","2789921853.37652","2996869281.48364","3429521699.4026","3251188833.14533","3666503529.62911","3978514206.31168","3989163196.56767","4154989950.00393","3873109865.55683","3868551730.39163","3922232164.83175","3557341215.15159","3349169826.38896","4926439383.51425","6609205994.77406","7248374837.72056","8001779551.06323","8839536475.99963","8607431497.49471","8938847189.07592","11431412421.1316","12523359440.5499","13042053591.6857","12043307277.1235","12435430969.6301","11335161083.5061","10722018732.0936","12895153160.466","13682018827.0434","12541928102.7657","10583748541.5258","12402486183.6396","12567271004.6761","12351024843.7467",
"New Caledonia","NCL","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","159594492.463655","164206536.445162","180036767.648861","215507162.56893","263108841.338416","358815684.071892","413985778.589656","506808996.694661","542293399.862618","637403478.492486","816652164.400241","798313521.689803","837620126.558528","846004687.758093","1047225723.57386","1182463951.21814","972564154.815131","904599869.725833","823857893.163123","796066194.738573","854820893.577136","1201321513.76667","1488093101.50275","2072775508.14796","2185082938.93078","2529440424.16648","2653780672.09555","2923883281.08579","2822243780.97543","3038728384.86634","3628440505.14193","3606968435.99917","3291131281.04099","3556304832.68104","3647802049.80911","3420032041.07385","3297734891.14661","3740056747.71979","4915353827.10576","5895008977.9531","6238629487.01331","6979155387.86792","8819917180.34265","9067619760.07073","8704438102.20142","9364350076.91225","10351448004.7674","9659151917.40484","10151382933.1594","10635035594.7528","8738203074.3957","8724568954.89799","9174048681.98577","9896402283.68587","9475655324.59495","9454629467.91408","10071349663.8484","9623318718.31459","",
"Niger","NER","GDP (current US$)","NY.GDP.MKTP.CD","449526873.29589","485785230.978987","531736599.250464","586294878.744643","582816396.404409","673383510.812866","702296078.593173","665586872.274446","641214226.209493","625867985.273798","649916621.242978","693573703.630273","742779660.818693","946385105.193732","1026137110.89309","1048690933.21027","1064517601.29025","1291458041.46193","1774365589.70815","2109277665.69912","2508524720.71895","2170893414.3888","2017612215.97935","1803099561.20046","1461243326.12882","1440581652.39853","1904096998.30009","2233006104.92776","2280356192.76273","2179567114.33391","3512356507.88599","3285796874.97125","3386232579.22522","3052673849.25181","1938058175.21399","2302537562.24406","2405686940.0464","2290318910.20658","2643363518.99272","2537789820.69295","2241753192.81158","2448714703.96617","2782192878.67204","3394084732.49543","3760443737.53797","4383315964.58718","4756361252.37923","5731485051.79069","7297600226.00536","7352131309.73341","7851192502.30917","8772950777.79176","9426912647.59111","10224897437.8648","10862943543.5419","9683867926.44282","10398861981.7583","11185104251.6943","12837307496.8821","12889555561.2299","13744653103.058","14915002436.069","15433852712.2963","16819170420.5653",
"Nigeria","NGA","GDP (current US$)","NY.GDP.MKTP.CD","4196174501.5302","4467287893.08484","4909399176.24033","5165590253.7639","5552931318.82747","5874537650.18494","6366917453.23302","5203237918.70483","5200997919.60083","6634317346.27306","12546094981.562","9181769911.50443","12274416017.7976","15162871287.1287","24846641318.1242","27778934624.6973","36308883248.731","36035407725.3219","36527862208.7133","47259911894.2731","64201788122.6054","164475209515.939","142769363314.176","97094911792.0489","73484359521.4887","73745821158.2254","54805852580.9129","52676041931.1087","49648470440.4593","44003061108.4005","54035795387.8086","59526833412.3581","52058181853.8055","56721051402.4732","80399613063.6364","140919776986.364","185730236700","200850397618.182","218416200672.727","59145077039.1437","69171451627.2465","73557840064.489","95054059302.6995","104738954264.226","135764731645.611","175670569969.346","238454997161.48","278260846800.103","339476276257.793","295008835380.997","366990417129.04","414466676831.16","463971018239.281","520117180313.906","574183763411.508","493026682800.63","404649125252.16","375745731053.427","421739251509.08","474517490844.461","432198898467.795","440838992188.478","472624596925.938","362814951696.073",
